degree,clustering_coef,degree_centrality,betweenness_centrality,closeness_centrality
319,0.0109816446836616,0.0319031903190319,0.000291826985219917,0.4640768588137009
70,0.04265010351966874,0.0070007000700070005,2.5290029766630167e-05,0.44989876265466816
61,0.05136612021857923,0.006100610061006101,1.780571926369149e-05,0.39288801571709236
116,0.010644677661169416,0.011601160116011602,4.3580691956836684e-05,0.40450665479995146
457,0.013417021766670506,0.04570457045704571,0.0007359561898691872,0.49679534953048143
112,0.031692406692406694,0.0112011201120112,4.910562069529836e-05,0.43328855570481434
55,0.04983164983164983,0.005500550055005501,2.4043557420651927e-05,0.437363310296562
49,0.09183673469387756,0.0049004900490049,1.3531703635833564e-05,0.44174950298210736
2231,0.011805118660215915,0.22312231223122314,0.014443010764824153,0.5627532642953624
141,0.022897669706180346,0.014101410141014101,4.186078014060944e-05,0.4417299876303234
44,0.06871035940803383,0.0044004400440044,4.7391247690242764e-06,0.40910764698662083
371,0.016609601515261894,0.0371037103710371,0.0003872152253892978,0.4845650593651563
68,0.013608428446005268,0.006800680068006801,1.3724542493133131e-05,0.40179217230571407
696,0.011312329446787398,0.06960696069606961,0.001959678644341762,0.5100749885221649
70,0.19089026915113871,0.0070007000700070005,1.2090570814001353e-05,0.45060838215412347
132,0.07032153597039094,0.013201320132013201,5.885554363538122e-05,0.4564919649379109
129,0.01610949612403101,0.012901290129012902,7.254274354444854e-05,0.43214625291727893
62,0.11898466419883659,0.006200620062006201,1.1466433171644162e-05,0.46171961581086074
701,0.01228041573262686,0.07010701070107012,0.0013348057994157746,0.5081050866405813
64,0.07936507936507936,0.006400640064006401,2.86878131989239e-05,0.43920759026618644
107,0.04373126432727914,0.0107010701070107,3.8736634485452855e-05,0.45326382592928377
276,0.030303030303030304,0.027602760276027604,0.0002518347846471721,0.48602537306178
436,0.03243699251291785,0.043604360436043606,0.0004693512465950128,0.5009519038076152
44,0.06871035940803383,0.0044004400440044,7.840899244014607e-06,0.42844288285200105
1056,0.024761237972138445,0.10561056105610561,0.003027844412679635,0.5263185598484051
162,0.09056053983590215,0.016201620162016202,0.00011432600822755202,0.4832302339068239
221,0.04413821472645002,0.022102210221022104,0.00019923975873500514,0.48058252427184467
51,0.11372549019607843,0.0051005100510051,9.75285153267008e-06,0.446483590087073
64,0.043154761904761904,0.006400640064006401,3.305997723504482e-05,0.44441975198897726
178,0.04678473941471466,0.0178017801780178,0.00013763476135397718,0.47076271186440677
97,0.01095360824742268,0.009700970097009702,2.8646374739724552e-05,0.40624873034575226
66,0.039627039627039624,0.006600660066006601,1.288724810707148e-05,0.41472418083782664
74,0.03258052573121066,0.007400740074007401,2.9419877409888614e-05,0.44235533533887805
552,0.011632341723874905,0.05520552055205521,0.0008107935025568535,0.49967517865174155
40,0.03333333333333333,0.004000400040004,1.0545122671273086e-05,0.39267200754005654
235,0.046772140389161665,0.023502350235023502,0.0003055573529274712,0.4870670758439281
51,0.03372549019607843,0.0051005100510051,1.284074728547605e-05,0.39174894217207334
58,0.12704174228675136,0.005800580058005801,3.92309514697144e-06,0.466480055983205
126,0.047746031746031745,0.012601260126012601,9.260354420076253e-05,0.4702756090678205
39,0.12955465587044535,0.0039003900390039005,7.795067225938692e-06,0.40823908871922593
511,0.08714938030006524,0.051105110511051106,0.0007686359234002499,0.5072287323086289
555,0.013282596676098482,0.05550555055505551,0.0007411299792142918,0.4985291918033604
41,0.15853658536585366,0.004100410041004101,6.297226670114871e-06,0.44200335956148884
54,0.11250873515024458,0.0054005400540054005,1.0687222351838638e-05,0.42864491790628884
128,0.02546751968503937,0.012801280128012802,3.90852891792771e-05,0.44376886206284394
77,0.031784005468216,0.0077007700770077014,3.460053373121334e-05,0.43428596247394025
1175,0.009905397078545796,0.11751175117511752,0.0029579333880020496,0.5280139409621376
80,0.026265822784810128,0.008000800080008,3.1510792184825104e-05,0.4383411511989829
248,0.04753820033955857,0.024802480248024804,0.00014323948094019108,0.4854826179840746
91,0.03638583638583639,0.009100910091009102,2.4356403031028502e-05,0.4400774613793407
71,0.04627766599597585,0.007100710071007101,2.2224824170696797e-05,0.45230017641471026
120,0.05630252100840336,0.012001200120012002,4.135843706796043e-05,0.45022288261515603
209,0.0339988958410011,0.020902090209020903,0.000204211060395646,0.4844242042536699
288,0.011009485094850948,0.028802880288028805,0.000403531443144766,0.44311987591402613
286,0.02843822843822844,0.028602860286028604,0.0003626349172273369,0.491375497567448
148,0.015719801434087147,0.014801480148014802,5.7489629960600325e-05,0.42296954314720814
129,0.025436046511627907,0.012901290129012902,4.811456232371094e-05,0.4340974212034384
46,0.11594202898550725,0.004600460046004601,9.721227053823025e-06,0.45655449522852837
99,0.07709750566893424,0.009900990099009901,5.3853341741779265e-05,0.47107321209836994
87,0.03207698476343224,0.008700870087008702,3.253000174186393e-05,0.42205900975053817
249,0.030833009457183574,0.024902490249024904,0.00027609419031895103,0.489547123623011
626,0.01385814696485623,0.0626062606260626,0.0011236696445995143,0.5024875621890548
349,0.019299805684550274,0.03490349034903491,0.00034750172523047073,0.47883344507231107
111,0.10008190008190009,0.011101110111011102,4.302800128100391e-05,0.4503851177874871
99,0.03360131931560503,0.009900990099009901,2.618744671341584e-05,0.42104598281960587
91,0.07326007326007326,0.009100910091009102,3.706183159584577e-05,0.47107321209836994
83,0.020570085218924478,0.0083008300830083,1.9208458721006858e-05,0.40442485034784015
48,0.06382978723404255,0.004800480048004801,9.947488893868114e-06,0.443021710234825
776,0.014635849684070503,0.07760776077607762,0.0015438006469446605,0.5136120813642902
321,0.019684579439252337,0.032103210321032104,0.0002458570739271843,0.47892518440463644
154,0.021050844580256346,0.015401540154015403,6.582325116197719e-05,0.4385911044828494
762,0.022649435574823844,0.07620762076207621,0.0015753507233005268,0.5172520821478455
58,0.029643073200241985,0.005800580058005801,7.093761732254457e-06,0.3860915900841764
67,0.15106286748077793,0.006700670067006701,1.6900782514676623e-05,0.46356050069541027
67,0.011307100859339666,0.006700670067006701,1.0563098523097145e-05,0.38404516822860657
330,0.05811918577876025,0.03300330033003301,0.00042622371876169826,0.4908448284325757
122,0.019780517545048098,0.012201220122012201,6.688924169427213e-05,0.43998063891577927
402,0.014900559546407613,0.04020402040204021,0.00044735529149786803,0.4876371616678859
83,0.06171025565677343,0.0083008300830083,3.441819018645736e-05,0.4574526489157288
71,0.11549295774647887,0.007100710071007101,2.416077422633703e-05,0.4508318679832274
1518,0.021704824461982467,0.15181518151815182,0.007715492872839508,0.5405157035515433
280,0.013159242191500256,0.028002800280028002,0.00016024368435250442,0.46274527952610145
50,0.011428571428571429,0.005000500050005001,5.213586708276934e-06,0.377962577962578
779,0.011114374436938796,0.0779077907790779,0.0012323804190163103,0.5091918317461934
934,0.01646504219540016,0.09340934093409341,0.002880439780644213,0.5227961936630764
484,0.012927125575346919,0.0484048404840484,0.0005172684666604916,0.4844711468578904
373,0.02989420277321341,0.0373037303730373,0.0005198974989853432,0.4997251236943375
331,0.01957337727730477,0.03310331033103311,0.0002815691139431692,0.47725645553911505
623,0.011148214479259675,0.06230623062306231,0.0008806694376791344,0.5009770028558544
157,0.06598072840111056,0.0157015701570157,0.0001145775760784278,0.4812764728532923
1585,0.01213316126565338,0.15851585158515852,0.006999736599498115,0.5425099017958873
221,0.011065405183052242,0.022102210221022104,0.00013121811910391293,0.4473225070460341
1949,0.012120152176180487,0.19491949194919492,0.010698888876249112,0.5537464695132082
272,0.06292055567614499,0.027202720272027203,0.000302605820757725,0.4957116652620098
235,0.02011274777232224,0.023502350235023502,0.0001213412666930302,0.4703640982218459
80,0.007911392405063292,0.008000800080008,2.0146401821659723e-05,0.3895815475726642
151,0.022693156732891833,0.015101510151015102,0.00012302492360553163,0.4645727826046555
82,0.017765733212887685,0.008200820082008202,1.616670284026727e-05,0.40325052427810937
320,0.029212382445141065,0.032003200320032,0.00029776008186253584,0.48806560257724413
47,0.014801110083256245,0.0047004700470047005,9.453808360165935e-06,0.3968329563043219
209,0.013571954361428046,0.020902090209020903,0.0001650929300795245,0.4411647915287889
51,0.08784313725490196,0.0051005100510051,1.528388995977741e-05,0.4456875417873858
1257,0.010471297042295628,0.1257125712571257,0.0037932314691094737,0.5310425407615912
66,0.05687645687645688,0.006600660066006601,2.2871211959332198e-05,0.4529763522696385
68,0.046532045654082525,0.006800680068006801,1.9634030760660172e-05,0.4303606783162606
174,0.03813700086372999,0.017401740174017404,0.00017030619963179236,0.470563320626853
300,0.012976588628762541,0.030003000300030003,0.00026135712414567756,0.4652645293378624
80,0.056329113924050635,0.008000800080008,1.8991018206452745e-05,0.4446766877168016
70,0.07536231884057971,0.0070007000700070005,1.9523615391005277e-05,0.4457471469329529
48,0.041666666666666664,0.004800480048004801,1.3454881068022155e-05,0.4238660449342942
233,0.01631641260914607,0.0233023302330233,0.00022798972001662396,0.46353901070882203
79,0.041544952937358,0.0079007900790079,2.6294763296962114e-05,0.4353069220722682
362,0.0533049693148253,0.036203620362036205,0.00042413748871065327,0.5001250437653179
1329,0.02369626767871371,0.1329132913291329,0.004779343506778133,0.5350778616150265
727,0.020769152068389283,0.07270727072707271,0.0011555819331305972,0.5124801394085388
114,0.06986492780624126,0.011401140114011402,4.85455306431701e-05,0.4603167295829113
212,0.01663238844674953,0.021202120212021204,0.00013667319739279758,0.4585224927775485
675,0.015940213210242884,0.0675067506750675,0.0012153419010239406,0.5119553530285188
44,0.024312896405919663,0.0044004400440044,3.921113406877818e-06,0.381350114416476
88,0.06609195402298851,0.0088008800880088,2.4689354443103228e-05,0.4513813651137595
72,0.10211267605633803,0.007200720072007201,2.78531903438591e-05,0.46519959058341864
89,0.035240040858018386,0.0089008900890089,2.1548676358613797e-05,0.42855306017486716
41,0.02195121951219512,0.004100410041004101,8.028020446143912e-06,0.39453125
204,0.05611899932386748,0.0204020402040204,0.00013581220906406857,0.4892357373519914
59,0.030976037405026302,0.005900590059005901,7.317893979923145e-06,0.39299610894941633
300,0.013756967670011147,0.030003000300030003,0.000214373210567696,0.4728106676754303
375,0.03067379679144385,0.0375037503750375,0.0004826034446836318,0.49977507872244714
590,0.01843400189922592,0.05900590059005901,0.0008945515259738788,0.5083375699034062
1016,0.01622124820604321,0.10161016101610161,0.0017795329578259758,0.5223046385290431
187,0.02558794778908631,0.0187018701870187,0.00010253908569716345,0.46401225114854516
186,0.044231328102295846,0.0186018601860186,0.00011870498610347562,0.4780093699206425
78,0.12420912420912421,0.007800780078007801,1.6277197205115763e-05,0.4441828439429612
111,0.05962325962325962,0.011101110111011102,3.666827324209303e-05,0.4534282604752403
758,0.04802901292967518,0.07580758075807581,0.001768886923730929,0.5181902985074627
42,0.03368176538908246,0.0042004200420042,7.368239351187899e-06,0.4061992200194995
202,0.02034382542731885,0.020202020202020204,0.00013825745486222227,0.4671556718370398
43,0.04318936877076412,0.004300430043004301,7.762260000605941e-06,0.41234690090313003
52,0.010558069381598794,0.005200520052005201,6.7222623546729935e-06,0.3835295922672701
103,0.05806205977536646,0.010301030103010301,3.427286578296625e-05,0.4614852079198782
77,0.05297334244702666,0.0077007700770077014,2.5644571035962782e-05,0.45738987237546314
42,0.03832752613240418,0.0042004200420042,6.31486369232083e-06,0.4225762826472826
102,0.027761599689380703,0.0102010201020102,5.455914979281961e-05,0.4476228847703465
98,0.10014727540500737,0.0098009800980098,3.974476610450268e-05,0.4719626168224299
200,0.06035175879396985,0.020002000200020003,8.927651877460017e-05,0.4662407908234636
82,0.0322192110809997,0.008200820082008202,2.2440824971314727e-05,0.4320342205323194
245,0.014386082301773169,0.024502450245024503,0.0001591308286087338,0.455701394585726
210,0.012713602187286397,0.021002100210021003,0.0001260959506436233,0.44044577570258125
240,0.035599721059972105,0.024002400240024004,0.0002587387324746859,0.46840305429334333
264,0.03301071552022122,0.026402640264026403,0.0001933325102067789,0.49094122845779936
56,0.03636363636363636,0.0056005600560056,1.3669566061865456e-05,0.4243337294177559
352,0.022435897435897436,0.0352035203520352,0.0004730625412237315,0.49657330154946366
137,0.021575783598110777,0.013701370137013702,5.128783347650168e-05,0.4037226955222675
164,0.044964836151429,0.016401640164016403,0.0001352869094205342,0.4722970100609324
117,0.010462717359269083,0.011701170117011701,2.8020577023628233e-05,0.4106196870765061
45,0.030303030303030304,0.004500450045004501,4.490560360723818e-06,0.38172864014659846
2599,0.010628828936101141,0.2599259925992599,0.017943598735824476,0.5745891276864729
478,0.04334973641044534,0.04780478047804781,0.001143821038192897,0.5086737548964745
1031,0.01621387473750624,0.10311031103110312,0.0031338242015197166,0.5255716162943496
91,0.01514041514041514,0.009100910091009102,3.2880785386644687e-05,0.4156205835896583
271,0.01022276889435561,0.027102710271027102,0.00018450424797944288,0.44642378783819986
166,0.029061701350857977,0.0166016601660166,0.00012188241848517446,0.4653078319140025
468,0.017478357949450025,0.046804680468046804,0.0005586519179102343,0.4961298005358738
57,0.016290726817042606,0.005700570057005701,1.5435760601773618e-05,0.3805228907409522
46,0.018357487922705314,0.004600460046004601,7.233607340154528e-06,0.3850063532401525
64,0.11458333333333333,0.006400640064006401,1.6921553822167647e-05,0.4631739855475264
1766,0.016939277128888992,0.17661766176617663,0.007829364523725423,0.5482809672643527
111,0.01932841932841933,0.011101110111011102,3.198679384408548e-05,0.42906797116374873
960,0.02050530066041015,0.09600960096009602,0.0024707344726938156,0.523480446049945
509,0.023954643194158687,0.050905090509050906,0.0006339838034574315,0.503043718871057
129,0.06940406976744186,0.012901290129012902,6.107920415759978e-05,0.47431336274370284
41,0.03536585365853658,0.004100410041004101,1.04983680667346e-05,0.41070401708699583
88,0.014890282131661442,0.0088008800880088,2.930985980620167e-05,0.4345313111120768
124,0.05481248360870705,0.012401240124012402,6.441644759305831e-05,0.4652645293378624
397,0.016194692517110653,0.039703970397039705,0.0005391077548528237,0.4824375180932163
155,0.01977377461248429,0.015501550155015502,8.078404522161576e-05,0.437363310296562
61,0.05683060109289618,0.006100610061006101,2.9048990714713304e-05,0.44262948207171315
249,0.09230470268169452,0.024902490249024904,0.0002427224959119054,0.49404614852512474
74,0.053313587560162905,0.007400740074007401,2.3483333441780946e-05,0.4454691259021652
97,0.03565292096219931,0.009700970097009702,3.0166117133047096e-05,0.4373824417129609
63,0.05069124423963134,0.0063006300630063005,1.063658959846932e-05,0.4483454398708636
144,0.01214063714063714,0.014401440144014403,4.284618585192515e-05,0.41536160844099196
161,0.02142857142857143,0.016101610161016102,6.7656066787942e-05,0.4555768179332969
135,0.03692647871752349,0.013501350135013503,5.00267095207075e-05,0.46274527952610145
323,0.01951810472472742,0.032303230323032305,0.00036917912228565645,0.48545904743409235
440,0.018544212052184716,0.04400440044004401,0.0003978452936342508,0.4955151395014619
87,0.048115477145148355,0.008700870087008702,4.382456458757743e-05,0.44616482977109456
159,0.013852400286601386,0.0159015901590159,8.673043659068398e-05,0.4281676872350447
75,0.023783783783783784,0.007500750075007501,2.4721203724503453e-05,0.41915740934814505
130,0.03041144901610018,0.013001300130013002,7.667989571012456e-05,0.46591491542798563
193,0.03135794473229706,0.019301930193019304,0.00011044621455489435,0.46191158128147086
1119,0.030433830359012728,0.11191119111911191,0.0043110807943619505,0.5281533910838792
